Coefficient Matrix 0
4.668612171,-17.87289392,18.20428175,0,0,0
-3.04528036,9.247042491,-6.201762131,0,0,0
-3.724836568e-15,9.913372603e-15,-6.188536035e-15,0,0,5

Coefficient Matrix 1
-0.2579613916,2.175892858,-3.306349507,-3.745309059,5.133727099,5
0.6529044995,-2.378436597,0.1670933828,4.051680092,2.506758623,0
2.805496528e-15,-4.112468601e-16,-1.069964225e-14,2.312288083e-15,1.956577078e-15,5

Coefficient Matrix 2
-0.6529044995,0.8860859005,2.81760801,-3.188614346,-4.862175065,5
0.2579613916,0.8860859005,-2.81760801,-3.188614346,4.862175065,5
2.249749153e-15,1.073129518e-14,-3.936901079e-15,4.909135896e-15,-8.541254763e-16,5

Coefficient Matrix 3
3.04528036,-5.979359308,-0.3336042356,6.424164955,-3.156481772,0
-4.668612171,5.470166928,6.601172239,-5.93839658,-6.464330416,5
-3.692666227e-15,9.669991205e-15,-6.330705522e-15,2.829297199e-15,-1.95312466e-16,5
