Coefficient Matrix 0
0.5614588924,-3.283212641,5.10800894,0,0,0
-0.3662329779,1.698662059,-1.740176121,0,0,0
-4.47958095e-16,1.821065485e-15,-1.73646496e-15,0,0,5

Coefficient Matrix 1
-0.0982061575,1.004858043,-1.852248128,-2.545196188,4.232038209,5
0.2485613902,-1.098395601,0.09360728652,2.753396466,2.066471019,0
1.06805531e-15,-1.899196063e-16,-5.994040341e-15,1.571359459e-15,1.612923475e-15,5

Coefficient Matrix 2
-0.2485613902,0.4092069792,1.57845054,-2.166883681,-4.00818163,5
0.0982061575,0.4092069792,-1.57845054,-2.166883681,4.00818163,5
8.564817327e-16,4.955863624e-15,-2.205489056e-15,3.336096907e-15,-7.041067009e-16,5

Coefficient Matrix 3
0.3662329779,-1.098395601,-0.09360728652,2.753396466,-2.066471019,0
-0.5614588924,1.004858043,1.852248128,-2.545196188,-4.232038209,5
-4.440892099e-16,1.776356839e-15,-1.776356839e-15,1.2126365e-15,-1.278662701e-16,5
