Coefficient Matrix 0
0.07922946476,-0.6790617258,1.569494452,0,0,0
-0.02572355245,0.1879902973,-0.2917413216,0,0,0
0,0,0,0,0,5

Coefficient Matrix 1
-0.01889163542,0.2067506193,-0.5427450298,-0.9852394715,3.077536271,5
0.00850989124,-0.09960776218,0.1035173914,0.8066680429,0.8156177968,0
0,0,0,0,0,5

Coefficient Matrix 2
-0.00850989124,-0.004464285714,0.3619069559,-0.5357142857,-2.585049685,5
0.01889163542,-0.004464285714,-0.3619069559,-0.5357142857,2.585049685,5
0,0,0,0,0,5

Coefficient Matrix 3
0.02572355245,-0.09960776218,-0.1035173914,0.8066680429,-0.8156177968,0
-0.07922946476,0.2067506193,0.5427450298,-0.9852394715,-3.077536271,5
0,0,0,0,0,5
