Coefficient Matrix 0
4.429061726,-16.97654315,17.54748142,0,0,0
-1.437990297,4.699757432,-3.261767135,0,0,0
0,0,0,0,0,5

Coefficient Matrix 1
-1.056074525,5.168765483,-6.068073906,-4.926197358,6.881580306,5
0.4757173823,-2.490194055,1.15735962,4.033340215,1.823776837,0
0,0,0,0,0,5

Coefficient Matrix 2
-0.4757173823,-0.1116071429,4.046242775,-2.678571429,-5.780346821,5
1.056074525,-0.1116071429,-4.046242775,-2.678571429,5.780346821,5
0,0,0,0,0,5

Coefficient Matrix 3
1.437990297,-2.490194055,-1.15735962,4.033340215,-1.823776837,0
-4.429061726,5.168765483,6.068073906,-4.926197358,-6.881580306,5
0,0,0,0,0,5
